ten_bang,thu_tu_cot,ten_cot,kieu_du_lieu,do_dai_toi_da,do_chinh_xac,so_chu_so_thap_phan,cho_phep_null,gia_tri_mac_dinh,la_khoa_chinh,ten_khoa_chinh,la_duy_nhat,ten_unique,la_khoa_ngoai,ten_khoa_ngoai,bang_tham_chieu,cot_tham_chieu,quy_tac_cap_nhat,quy_tac_xoa
dm_tai_khoan_vai_tro,1,tai_khoan_id,integer,,32,0,NO,,YES,dm_tai_khoan_vai_tro_pkey,NO,,YES,fk_tai_khoan_vai_tro_tai_khoan,dm_tai_khoan,id,NO ACTION,NO ACTION
dm_tai_khoan_vai_tro,2,vai_tro_id,integer,,32,0,NO,,YES,dm_tai_khoan_vai_tro_pkey,NO,,YES,fk_tai_khoan_vai_tro_vai_tro,dm_vai_tro,id,NO ACTION,NO ACTION
dm_tai_khoan_vai_tro,3,active,boolean,,,,NO,true,NO,,NO,,NO,,,,,
dm_tai_khoan_vai_tro,4,created_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
dm_tai_khoan_vai_tro,5,updated_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
dm_thiet_lap,1,id,integer,,32,0,NO,nextval('dm_thiet_lap_id_seq'::regclass),YES,dm_thiet_lap_pkey,NO,,NO,,,,,
dm_thiet_lap,2,ma_thiet_lap,character varying,100,,,NO,,NO,,YES,dm_thiet_lap_ma_thiet_lap_key,NO,,,,,
dm_thiet_lap,3,ten_thiet_lap,character varying,255,,,NO,,NO,,NO,,NO,,,,,
dm_thiet_lap,4,gia_tri,text,,,,YES,,NO,,NO,,NO,,,,,
dm_thiet_lap,6,mo_ta,character varying,500,,,YES,,NO,,NO,,NO,,,,,
dm_thiet_lap,7,co_so_id,integer,,32,0,YES,,NO,,NO,,YES,fk_thiet_lap_co_so,dm_co_so,id,NO ACTION,NO ACTION
dm_thiet_lap,8,active,boolean,,,,NO,true,NO,,NO,,NO,,,,,
dm_thiet_lap,9,created_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
dm_thiet_lap,10,updated_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
dm_thiet_lap_nhom_tinh_nang,1,id,bigint,,64,0,NO,nextval('dm_thiet_lap_nhom_tinh_nang_id_seq'::regclass),YES,dm_thiet_lap_nhom_tinh_nang_pkey,NO,,NO,,,,,
dm_thiet_lap_nhom_tinh_nang,2,thiet_lap_id,integer,,32,0,NO,,NO,,YES,uq_thiet_lap_nhom_tinh_nang,YES,fk_thiet_lap_nhom_tinh_nang_thiet_lap,dm_thiet_lap,id,NO ACTION,NO ACTION
dm_thiet_lap_nhom_tinh_nang,3,nhom_tinh_nang_id,bigint,,64,0,NO,,NO,,YES,uq_thiet_lap_nhom_tinh_nang,YES,fk_thiet_lap_nhom_tinh_nang_nhom,dm_nhom_tinh_nang,id,NO ACTION,NO ACTION
dm_thiet_lap_nhom_tinh_nang,4,active,boolean,,,,NO,true,NO,,NO,,NO,,,,,
dm_thiet_lap_nhom_tinh_nang,5,created_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
dm_thiet_lap_nhom_tinh_nang,6,updated_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
dm_thuc_pham,1,id,integer,,32,0,NO,nextval('dm_thuc_pham_id_seq'::regclass),YES,dm_thuc_pham_pkey,NO,,NO,,,,,
dm_thuc_pham,2,ma_thuc_pham,character varying,50,,,NO,,NO,,YES,dm_thuc_pham_ma_thuc_pham_key,NO,,,,,
dm_thuc_pham,3,ten_thuc_pham,character varying,150,,,NO,,NO,,NO,,NO,,,,,
dm_thuc_pham,6,active,boolean,,,,NO,true,NO,,NO,,NO,,,,,
dm_thuc_pham,7,created_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
dm_thuc_pham,8,updated_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
dm_thuc_pham,9,gia_nhap,numeric,,18,2,YES,,NO,,NO,,NO,,,,,
dm_thuc_pham,12,ghi_chu,text,,,,YES,,NO,,NO,,NO,,,,,
dm_thuc_pham,13,don_vi_so_cap_id,integer,,32,0,YES,,NO,,NO,,YES,fk_tp_dv_so_cap,dm_don_vi_tinh,id,NO ACTION,NO ACTION
dm_thuc_pham,14,don_vi_su_dung_id,integer,,32,0,YES,,NO,,NO,,YES,fk_tp_dv_su_dung,dm_don_vi_tinh,id,NO ACTION,NO ACTION
dm_thuc_pham,15,he_so_quy_doi,numeric,,12,2,YES,1,NO,,NO,,NO,,,,,
dm_thuc_pham,16,ty_le_hao_hut_du_kien,numeric,,5,2,NO,0,NO,,NO,,NO,,,,,
dm_thuc_pham,17,mo_ta,character varying,500,,,YES,,NO,,NO,,NO,,,,,
dm_thuc_pham,18,hinh_anh,character varying,500,,,YES,,NO,,NO,,NO,,,,,
dm_thuc_pham,19,dieu_kien_bao_quan,character varying,500,,,YES,,NO,,NO,,NO,,,,,
dm_thuc_pham,20,xuat_xu,character varying,255,,,YES,,NO,,NO,,NO,,,,,
dm_thuc_pham,21,quy_cach,character varying,255,,,YES,,NO,,NO,,NO,,,,,
dm_tinh_thanh,1,id,integer,,32,0,NO,nextval('dm_tinh_thanh_id_seq'::regclass),YES,dm_tinh_thanh_pkey,NO,,NO,,,,,
dm_tinh_thanh,2,ma_tinh_thanh,character varying,20,,,NO,,NO,,YES,dm_tinh_thanh_ma_tinh_thanh_key,NO,,,,,
dm_tinh_thanh,3,ten_tinh_thanh,character varying,255,,,NO,,NO,,NO,,NO,,,,,
dm_tinh_thanh,4,active,boolean,,,,YES,true,NO,,NO,,NO,,,,,
dm_tinh_thanh,5,created_at,timestamp without time zone,,,,YES,now(),NO,,NO,,NO,,,,,
dm_tinh_thanh,6,updated_at,timestamp without time zone,,,,YES,now(),NO,,NO,,NO,,,,,
dm_tinh_thanh,7,quoc_gia_id,integer,,32,0,YES,,NO,,NO,,YES,fk_tinh_thanh_quoc_gia,dm_quoc_gia,id,NO ACTION,NO ACTION
dm_tinh_thanh,8,ten_viet_tat,character varying,100,,,YES,,NO,,NO,,NO,,,,,
dm_vai_tro,1,id,integer,,32,0,NO,nextval('dm_vai_tro_id_seq'::regclass),YES,dm_vai_tro_pkey,NO,,NO,,,,,
dm_vai_tro,2,ma_vai_tro,character varying,50,,,NO,,NO,,YES,dm_vai_tro_ma_vai_tro_key,NO,,,,,
dm_vai_tro,3,ten_vai_tro,character varying,100,,,NO,,NO,,NO,,NO,,,,,
dm_vai_tro,4,mo_ta,character varying,500,,,YES,,NO,,NO,,NO,,,,,
dm_vai_tro,5,active,boolean,,,,YES,true,NO,,NO,,NO,,,,,
dm_vai_tro,6,created_at,timestamp without time zone,,,,YES,now(),NO,,NO,,NO,,,,,
dm_vai_tro,7,updated_at,timestamp without time zone,,,,YES,now(),NO,,NO,,NO,,,,,
dm_vai_tro_quyen,1,vai_tro_id,integer,,32,0,NO,,YES,dm_vai_tro_quyen_pkey,NO,,YES,fk_vai_tro_quyen_vai_tro,dm_vai_tro,id,NO ACTION,NO ACTION
dm_vai_tro_quyen,2,quyen_id,integer,,32,0,NO,,YES,dm_vai_tro_quyen_pkey,NO,,YES,fk_vai_tro_quyen_quyen,dm_quyen,id,NO ACTION,NO ACTION
dm_vai_tro_quyen,3,active,boolean,,,,YES,true,NO,,NO,,NO,,,,,
dm_vai_tro_quyen,4,created_at,timestamp without time zone,,,,YES,now(),NO,,NO,,NO,,,,,
dm_vai_tro_quyen,5,updated_at,timestamp without time zone,,,,YES,now(),NO,,NO,,NO,,,,,
dm_voucher,1,id,integer,,32,0,NO,nextval('dm_voucher_id_seq'::regclass),YES,dm_voucher_pkey,NO,,NO,,,,,
dm_voucher,2,ma_voucher,character varying,50,,,NO,,NO,,YES,dm_voucher_ma_voucher_key,NO,,,,,
dm_voucher,3,ten_voucher,character varying,255,,,NO,,NO,,NO,,NO,,,,,
dm_voucher,4,mo_ta,character varying,500,,,YES,,NO,,NO,,NO,,,,,
dm_voucher,5,loai_mien_giam,integer,,32,0,NO,,NO,,NO,,NO,,,,,
dm_voucher,6,gia_tri,numeric,,18,2,NO,,NO,,NO,,NO,,,,,
dm_voucher,7,so_luong,integer,,32,0,NO,0,NO,,NO,,NO,,,,,
dm_voucher,8,da_su_dung,integer,,32,0,NO,0,NO,,NO,,NO,,,,,
dm_voucher,10,thoi_gian_bat_dau,timestamp without time zone,,,,YES,,NO,,NO,,NO,,,,,
dm_voucher,11,thoi_gian_ket_thuc,timestamp without time zone,,,,YES,,NO,,NO,,NO,,,,,
dm_voucher,12,active,boolean,,,,NO,true,NO,,NO,,NO,,,,,
dm_voucher,13,created_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
dm_voucher,14,updated_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
dm_xa_phuong,1,id,integer,,32,0,NO,nextval('dm_xa_phuong_id_seq'::regclass),YES,dm_xa_phuong_pkey,NO,,NO,,,,,
dm_xa_phuong,2,ma_xa_phuong,character varying,30,,,NO,,NO,,YES,dm_xa_phuong_ma_xa_phuong_key,NO,,,,,
dm_xa_phuong,3,ten_xa_phuong,character varying,255,,,NO,,NO,,NO,,NO,,,,,
dm_xa_phuong,4,tinh_thanh_id,integer,,32,0,NO,,NO,,NO,,YES,fk_xa_phuong_tinh_thanh,dm_tinh_thanh,id,NO ACTION,NO ACTION
dm_xa_phuong,5,active,boolean,,,,YES,true,NO,,NO,,NO,,,,,
dm_xa_phuong,6,created_at,timestamp without time zone,,,,YES,now(),NO,,NO,,NO,,,,,
dm_xa_phuong,7,updated_at,timestamp without time zone,,,,YES,now(),NO,,NO,,NO,,,,,
dm_xa_phuong,8,ten_viet_tat,character varying,100,,,YES,,NO,,NO,,NO,,,,,
nv_binh_chon_suat_an,1,id,integer,,32,0,NO,nextval('nv_binh_chon_suat_an_id_seq'::regclass),YES,nv_binh_chon_suat_an_pkey,NO,,NO,,,,,
nv_binh_chon_suat_an,2,dot_binh_chon_id,integer,,32,0,NO,,NO,,YES,uq_dot_nhan_vien,YES,fk_binh_chon_dot,nv_dot_binh_chon,id,NO ACTION,NO ACTION
nv_binh_chon_suat_an,3,nhan_vien_id,integer,,32,0,NO,,NO,,YES,uq_dot_nhan_vien,YES,fk_binh_chon_nhan_vien,dm_nhan_vien,id,NO ACTION,NO ACTION
nv_binh_chon_suat_an,4,co_an,boolean,,,,NO,,NO,,NO,,NO,,,,,
nv_binh_chon_suat_an,5,thoi_gian_binh_chon,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
nv_binh_chon_suat_an,6,active,boolean,,,,NO,true,NO,,NO,,NO,,,,,
nv_binh_chon_suat_an,7,created_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
nv_binh_chon_suat_an,8,updated_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
nv_binh_chon_suat_an,9,ghi_chu,text,,,,YES,,NO,,NO,,NO,,,,,
nv_dot_binh_chon,1,id,integer,,32,0,NO,nextval('nv_dot_binh_chon_id_seq'::regclass),YES,nv_dot_binh_chon_pkey,NO,,NO,,,,,
nv_dot_binh_chon,2,ma_dot_binh_chon,character varying,50,,,NO,,NO,,YES,nv_dot_binh_chon_ma_dot_binh_chon_key,NO,,,,,
nv_dot_binh_chon,3,ten_dot_binh_chon,character varying,255,,,NO,,NO,,NO,,NO,,,,,
nv_dot_binh_chon,4,nha_an_id,integer,,32,0,NO,,NO,,NO,,YES,fk_dot_binh_chon_nha_an,dm_nha_an,id,NO ACTION,NO ACTION
nv_dot_binh_chon,5,ca_an_id,integer,,32,0,NO,,NO,,NO,,YES,fk_dot_binh_chon_ca_an,dm_ca_an,id,NO ACTION,NO ACTION
nv_dot_binh_chon,6,thoi_gian_bat_dau,timestamp without time zone,,,,NO,,NO,,NO,,NO,,,,,
nv_dot_binh_chon,7,thoi_gian_ket_thuc,timestamp without time zone,,,,NO,,NO,,NO,,NO,,,,,
nv_dot_binh_chon,8,thoi_gian_khoa_binh_chon,timestamp without time zone,,,,NO,,NO,,NO,,NO,,,,,
nv_dot_binh_chon,9,active,boolean,,,,NO,true,NO,,NO,,NO,,,,,
nv_dot_binh_chon,10,created_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
nv_dot_binh_chon,11,updated_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
nv_dot_binh_chon,12,trang_thai,smallint,,16,0,YES,0,NO,,NO,,NO,,,,,
nv_phieu_nhap,1,id,integer,,32,0,NO,nextval('nv_phieu_nhap_id_seq'::regclass),YES,nv_phieu_nhap_pkey,NO,,NO,,,,,
nv_phieu_nhap,2,ma_phieu_nhap,character varying,50,,,NO,,NO,,YES,nv_phieu_nhap_ma_phieu_nhap_key,NO,,,,,
nv_phieu_nhap,3,kho_id,integer,,32,0,NO,,NO,,NO,,YES,fk_phieu_nhap_kho,dm_kho,id,NO ACTION,NO ACTION
nv_phieu_nhap,4,nhan_vien_id,integer,,32,0,NO,,NO,,NO,,YES,fk_phieu_nhap_nhan_vien,dm_nhan_vien,id,NO ACTION,NO ACTION
nv_phieu_nhap,5,ngay_nhap,timestamp without time zone,,,,NO,,NO,,NO,,NO,,,,,
nv_phieu_nhap,6,tong_so_mat_hang,integer,,32,0,NO,0,NO,,NO,,NO,,,,,
nv_phieu_nhap,7,tong_so_luong,numeric,,18,3,NO,0,NO,,NO,,NO,,,,,
nv_phieu_nhap,8,tong_tien,numeric,,18,2,NO,0,NO,,NO,,NO,,,,,
nv_phieu_nhap,9,nguoi_giao,character varying,255,,,YES,,NO,,NO,,NO,,,,,
nv_phieu_nhap,10,nguoi_nhan,character varying,255,,,YES,,NO,,NO,,NO,,,,,
nv_phieu_nhap,11,hinh_thuc_nhap,character varying,30,,,NO,,NO,,NO,,NO,,,,,
nv_phieu_nhap,12,ghi_chu,text,,,,YES,,NO,,NO,,NO,,,,,
nv_phieu_nhap,13,trang_thai,character varying,30,,,NO,'MOI'::character varying,NO,,NO,,NO,,,,,
nv_phieu_nhap,14,active,boolean,,,,NO,true,NO,,NO,,NO,,,,,
nv_phieu_nhap,15,created_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
nv_phieu_nhap,16,updated_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
nv_phieu_xuat,1,id,integer,,32,0,NO,nextval('nv_phieu_xuat_id_seq'::regclass),YES,nv_phieu_xuat_pkey,NO,,NO,,,,,
nv_phieu_xuat,2,ma_phieu_xuat,character varying,50,,,NO,,NO,,YES,nv_phieu_xuat_ma_phieu_xuat_key,NO,,,,,
nv_phieu_xuat,3,kho_id,integer,,32,0,NO,,NO,,NO,,YES,fk_px_kho,dm_kho,id,NO ACTION,NO ACTION
nv_phieu_xuat,4,nhan_vien_id,integer,,32,0,NO,,NO,,NO,,YES,fk_px_nv,dm_nhan_vien,id,NO ACTION,NO ACTION
nv_phieu_xuat,5,ngay_xuat,timestamp without time zone,,,,NO,,NO,,NO,,NO,,,,,
nv_phieu_xuat,6,tong_so_mat_hang,integer,,32,0,NO,0,NO,,NO,,NO,,,,,
nv_phieu_xuat,7,tong_so_luong,numeric,,18,3,NO,0,NO,,NO,,NO,,,,,
nv_phieu_xuat,8,ly_do_xuat,character varying,100,,,YES,,NO,,NO,,NO,,,,,
nv_phieu_xuat,9,nguoi_nhan,character varying,255,,,YES,,NO,,NO,,NO,,,,,
nv_phieu_xuat,10,ghi_chu,text,,,,YES,,NO,,NO,,NO,,,,,
nv_phieu_xuat,11,trang_thai,character varying,30,,,NO,'MOI'::character varying,NO,,NO,,NO,,,,,
nv_phieu_xuat,12,active,boolean,,,,NO,true,NO,,NO,,NO,,,,,
nv_phieu_xuat,13,created_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
nv_phieu_xuat,14,updated_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
nv_refresh_token,1,id,integer,,32,0,NO,nextval('nv_refresh_token_id_seq'::regclass),YES,nv_refresh_token_pkey,NO,,NO,,,,,
nv_refresh_token,2,token,text,,,,NO,,NO,,YES,nv_refresh_token_token_key,NO,,,,,
nv_refresh_token,3,tai_khoan_id,integer,,32,0,NO,,NO,,NO,,YES,fk_refresh_token_tai_khoan,dm_tai_khoan,id,NO ACTION,NO ACTION
nv_refresh_token,4,expires_at,timestamp without time zone,,,,NO,,NO,,NO,,NO,,,,,
nv_refresh_token,5,revoked,boolean,,,,YES,false,NO,,NO,,NO,,,,,
nv_refresh_token,6,created_at,timestamp without time zone,,,,YES,now(),NO,,NO,,NO,,,,,
nv_refresh_token,7,updated_at,timestamp without time zone,,,,YES,now(),NO,,NO,,NO,,,,,
ton_kho,1,id,integer,,32,0,NO,nextval('ton_kho_id_seq'::regclass),YES,ton_kho_pkey,NO,,NO,,,,,
ton_kho,2,kho_id,integer,,32,0,NO,,NO,,YES,uq_ton_kho,YES,fk_ton_kho,dm_kho,id,NO ACTION,NO ACTION
ton_kho,3,thuc_pham_id,integer,,32,0,NO,,NO,,YES,uq_ton_kho,YES,fk_ton_tp,dm_thuc_pham,id,NO ACTION,NO ACTION
ton_kho,4,so_luong_ton_so_cap,numeric,,18,3,NO,0,NO,,NO,,NO,,,,,
ton_kho,5,so_luong_ton_su_dung,numeric,,18,3,NO,0,NO,,NO,,NO,,,,,
ton_kho,6,gia_von_trung_binh,numeric,,18,2,NO,0,NO,,NO,,NO,,,,,
ton_kho,7,gia_tri_ton,numeric,,18,2,NO,0,NO,,NO,,NO,,,,,
ton_kho,8,ngay_cap_nhat,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
ton_kho,9,active,boolean,,,,NO,true,NO,,NO,,NO,,,,,
ton_kho,10,created_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
ton_kho,11,updated_at,timestamp without time zone,,,,NO,now(),NO,,NO,,NO,,,,,
ton_kho,12,last_phieu_nhap_id,integer,,32,0,YES,,NO,,NO,,YES,fk_ton_kho_last_pn,nv_phieu_nhap,id,NO ACTION,NO ACTION
ton_kho,13,last_phieu_xuat_id,integer,,32,0,YES,,NO,,NO,,YES,fk_ton_kho_last_px,nv_phieu_xuat,id,NO ACTION,NO ACTION
